Date,Product_ID,Store_ID,Promotion_Flag, Discount_percent ,Price,Sold_Units,Sales_Volume
2020-04-20,P2_,S7_,,,69,44,3036
2020-04-21,P2_,S7_,,,69,41,2829
2020-04-22,P2_,S7_,,,69,48,3312
2020-04-23,P2_,S7_,,,69,50,3450
2020-04-24,P2_,S7_,,,69,40,2760
2020-04-25,P2_,S7_,,,69,68,4692
2020-04-26,P2_,S7_,,,69,52,3588
2020-04-27,P2_,S7_,,,69,64,4416
2020-04-28,P2_,S7_,,,69,66,4554
2020-04-29,P2_,S7_,,,69,63,4347
2020-04-30,P2_,S7_,,,69,66,4554
2020-05-01,P2_,S7_,,,69,68,4692
2020-05-02,P2_,S7_,,,69,65,4485
2020-05-03,P2_,S7_,,,69,61,4209
2020-05-04,P2_,S7_,,,69,78,5382
2020-05-05,P2_,S7_,,,69,70,4830
2020-05-06,P2_,S7_,,,69,80,5520
2020-05-07,P2_,S7_,,,69,76,5244
2020-05-08,P2_,S7_,,,69,79,5451
2020-05-09,P2_,S7_,,,69,92,6348
2020-05-10,P2_,S7_,,,69,101,6969
2020-05-11,P2_,S7_,,,69,94,6486
2020-05-12,P2_,S7_,,,69,76,5244
2020-05-13,P2_,S7_,,,69,115,7935
2020-05-14,P2_,S7_,,,69,89,6141
2020-05-15,P2_,S7_,,,69,89,6141
2020-05-16,P2_,S7_,,,69,93,6417
2020-05-17,P2_,S7_,,,69,81,5589
2020-05-18,P2_,S7_,,,69,97,6693
2020-05-19,P2_,S7_,,,69,114,7866
2020-05-20,P2_,S7_,,,69,125,8625
2020-05-21,P2_,S7_,,,69,88,6072
2020-05-22,P2_,S7_,,,69,106,7314
2020-05-23,P2_,S7_,,,69,98,6762
2020-05-24,P2_,S7_,,,69,107,7383
2020-05-25,P2_,S7_,,,69,116,8004
2020-05-26,P2_,S7_,,,69,114,7866
2020-05-27,P2_,S7_,,,69,120,8280
2020-05-28,P2_,S7_,,,69,112,7728
2020-05-29,P2_,S7_,,,69,100,6900
2020-05-30,P2_,S7_,,,69,111,7659
2020-05-31,P2_,S7_,,,69,104,7176
2020-06-01,P2_,S7_,,,69,126,8694
2020-06-02,P2_,S7_,,,69,108,7452
2020-06-03,P2_,S7_,,,69,104,7176
2020-06-04,P2_,S7_,,,69,87,6003
2020-06-05,P2_,S7_,,,69,106,7314
2020-06-06,P2_,S7_,,,69,86,5934
2020-06-07,P2_,S7_,,,69,102,7038
2020-06-08,P2_,S7_,,,69,85,5865
2020-06-09,P2_,S7_,,,69,101,6969
2020-06-10,P2_,S7_,,,69,101,6969
2020-06-11,P2_,S7_,,,69,108,7452
2020-06-12,P2_,S7_,,,69,93,6417
2020-06-13,P2_,S7_,,,69,82,5658
2020-06-14,P2_,S7_,,,69,83,5727
2020-06-15,P2_,S7_,,,69,103,7107
2020-06-16,P2_,S7_,,,69,75,5175
2020-06-17,P2_,S7_,,,69,93,6417
2020-06-18,P2_,S7_,,,69,86,5934
2020-06-19,P2_,S7_,,,69,90,6210
2020-06-20,P2_,S7_,,,69,89,6141
2020-06-21,P2_,S7_,,,69,76,5244
2020-06-22,P2_,S7_,,,69,84,5796
2020-06-23,P2_,S7_,,,69,87,6003
2020-06-24,P2_,S7_,,,69,69,4761
2020-06-25,P2_,S7_,,,69,66,4554
2020-06-26,P2_,S7_,,,69,78,5382
2020-06-27,P2_,S7_,,,69,72,4968
2020-06-28,P2_,S7_,,,69,61,4209
2020-06-29,P2_,S7_,,,69,56,3864
2020-06-30,P2_,S7_,,,69,74,5106
2020-07-01,P2_,S7_,,,69,65,4485
2020-07-02,P2_,S7_,,,69,60,4140
2020-07-03,P2_,S7_,,,69,53,3657
2020-07-04,P2_,S7_,,,69,50,3450
2020-07-05,P2_,S7_,,,69,48,3312
2020-07-06,P2_,S7_,,,69,49,3381
2020-07-07,P2_,S7_,,,69,58,4002
2020-07-08,P2_,S7_,,,69,39,2691
2020-07-09,P2_,S7_,,,69,47,3243
2020-07-10,P2_,S7_,,,69,61,4209
2020-07-11,P2_,S7_,,,69,53,3657
2020-07-12,P2_,S7_,,,69,39,2691
2020-07-13,P2_,S7_,,,69,46,3174
2020-07-14,P2_,S7_,,,69,37,2553
2020-07-15,P2_,S7_,1, 0.30 ,69,41,1980.3
2020-07-16,P2_,S7_,1, 0.30 ,69,41,1980.3
2020-07-17,P2_,S7_,1, 0.30 ,69,49,2366.7
2020-07-18,P2_,S7_,1, 0.30 ,69,34,1642.2
2020-07-19,P2_,S7_,1, 0.30 ,69,37,1787.1
2020-07-20,P2_,S7_,1, 0.30 ,69,47,2270.1
2020-07-21,P2_,S7_,1, 0.60 ,69,38,1048.8
2020-07-22,P2_,S7_,1, 0.60 ,69,54,1490.4
2020-07-23,P2_,S7_,1, 0.60 ,69,43,1186.8
2020-07-24,P2_,S7_,1, 0.60 ,69,33,910.8
2020-07-25,P2_,S7_,1, 0.60 ,69,35,966
2020-07-26,P2_,S7_,1, 0.60 ,69,40,1104
2020-07-27,P2_,S7_,1, 0.60 ,69,43,1186.8
2020-07-28,P2_,S7_,1, 0.60 ,69,28,772.8
2020-07-29,P2_,S7_,1, 0.60 ,69,28,772.8
2020-07-30,P2_,S7_,1, 0.60 ,69,23,634.8
2020-07-31,P2_,S7_,1, 0.60 ,69,21,579.6
2020-08-01,P2_,S7_,,,69,17,1173
2020-08-02,P2_,S7_,,,69,10,690
2020-08-03,P2_,S7_,,,69,5,345
2020-08-04,P2_,S7_,,,69,11,759
2020-08-05,P2_,S7_,,,69,11,759
2020-08-06,P2_,S7_,,,69,7,483
2020-08-07,P2_,S7_,,,69,11,759
2020-08-08,P2_,S7_,,,69,3,207
2020-08-09,P2_,S7_,,,69,8,552
2020-08-10,P2_,S7_,,,69,8,552
2020-08-11,P2_,S7_,,,69,8,552
2020-08-12,P2_,S7_,,,69,5,345
2020-08-13,P2_,S7_,,,69,4,276
2020-08-14,P2_,S7_,,,69,3,207
2020-08-15,P2_,S7_,,,69,6,414
2020-08-16,P2_,S7_,,,69,4,276
2020-08-17,P2_,S7_,,,69,6,414
2020-08-18,P2_,S7_,,,69,2,138
2020-08-19,P2_,S7_,,,69,0,0
2020-08-20,P2_,S7_,,,69,2,138
2020-08-21,P2_,S7_,,,69,1,69
2020-08-22,P2_,S7_,,,69,2,138
2020-08-23,P2_,S7_,,,69,3,207
2020-08-24,P2_,S7_,,,69,1,69
2020-08-25,P2_,S7_,,,69,1,69
2020-08-26,P2_,S7_,,,69,1,69
2020-08-27,P2_,S7_,,,69,6,414
2020-08-28,P2_,S7_,,,69,1,69
2020-08-29,P2_,S7_,,,69,0,0
2020-08-30,P2_,S7_,,,69,0,0
2020-08-31,P2_,S7_,,,69,1,69
2020-09-01,P2_,S7_,,,69,1,69
2020-09-02,P2_,S7_,,,69,0,0
2020-09-03,P2_,S7_,,,69,0,0
2020-09-04,P2_,S7_,,,69,2,138
2020-09-05,P2_,S7_,,,69,0,0
2020-09-06,P2_,S7_,,,69,0,0
2020-09-07,P2_,S7_,,,69,0,0
2020-09-08,P2_,S7_,,,69,0,0
2020-09-09,P2_,S7_,,,69,0,0
2020-09-10,P2_,S7_,,,69,0,0
2020-09-11,P2_,S7_,,,69,0,0
2020-09-12,P2_,S7_,,,69,0,0
2020-09-13,P2_,S7_,,,69,0,0
2020-09-14,P2_,S7_,,,69,0,0
2020-09-15,P2_,S7_,,,69,1,69
2020-09-16,P2_,S7_,,,69,0,0
2020-09-17,P2_,S7_,,,69,0,0
2020-09-18,P2_,S7_,,,69,0,0
2020-09-19,P2_,S7_,,,69,1,69
2020-09-20,P2_,S7_,,,69,0,0
2020-09-21,P2_,S7_,,,69,1,69
2020-09-22,P2_,S7_,,,69,0,0
2020-09-23,P2_,S7_,,,69,0,0
2020-09-24,P2_,S7_,,,69,0,0
2020-09-25,P2_,S7_,,,69,0,0
2020-09-26,P2_,S7_,,,69,0,0
2020-09-27,P2_,S7_,,,69,0,0
2020-09-28,P2_,S7_,,,69,0,0
2020-09-29,P2_,S7_,,,69,0,0
2020-09-30,P2_,S7_,,,69,0,0
2020-10-01,P2_,S7_,,,69,0,0
2020-10-02,P2_,S7_,,,69,0,0
2020-10-03,P2_,S7_,,,69,0,0
2020-10-04,P2_,S7_,,,69,0,0
2020-10-05,P2_,S7_,,,69,0,0
2020-10-06,P2_,S7_,,,69,0,0
2020-10-07,P2_,S7_,,,69,0,0
2020-10-08,P2_,S7_,,,69,0,0
2020-10-09,P2_,S7_,,,69,0,0
2020-10-10,P2_,S7_,,,69,0,0
2020-10-11,P2_,S7_,,,69,0,0
2020-10-12,P2_,S7_,,,69,0,0
2020-10-13,P2_,S7_,,,69,0,0
2020-10-14,P2_,S7_,,,69,0,0
2020-10-15,P2_,S7_,,,69,0,0
2020-10-16,P2_,S7_,,,69,0,0
2020-10-17,P2_,S7_,,,69,0,0
2020-10-18,P2_,S7_,,,69,0,0
2020-10-19,P2_,S7_,,,69,0,0
2020-10-20,P2_,S7_,,,69,0,0
2020-10-21,P2_,S7_,,,69,0,0
2020-10-22,P2_,S7_,,,69,0,0
2020-10-23,P2_,S7_,,,69,0,0
2020-10-24,P2_,S7_,,,69,0,0
2020-10-25,P2_,S7_,,,69,0,0
2020-10-26,P2_,S7_,,,69,0,0
2020-10-27,P2_,S7_,,,69,0,0
2020-10-28,P2_,S7_,,,69,0,0
2020-10-29,P2_,S7_,,,69,0,0
2020-10-30,P2_,S7_,,,69,0,0
2020-10-31,P2_,S7_,,,69,0,0
2020-11-01,P2_,S7_,,,69,0,0
2020-11-02,P2_,S7_,,,69,0,0
2020-11-03,P2_,S7_,,,69,0,0
2020-11-04,P2_,S7_,,,69,0,0
2020-11-05,P2_,S7_,,,69,0,0
2020-11-06,P2_,S7_,,,69,0,0
2020-11-07,P2_,S7_,,,69,0,0
2020-11-08,P2_,S7_,,,69,0,0
2020-11-09,P2_,S7_,,,69,0,0
2020-11-10,P2_,S7_,,,69,0,0
2020-11-11,P2_,S7_,,,69,0,0
2020-11-12,P2_,S7_,,,69,0,0
2020-11-13,P2_,S7_,,,69,0,0
2020-11-14,P2_,S7_,,,69,0,0
2020-11-15,P2_,S7_,,,69,0,0
2020-11-16,P2_,S7_,,,69,0,0
2020-11-17,P2_,S7_,,,69,0,0
2020-11-18,P2_,S7_,,,69,0,0
2020-11-19,P2_,S7_,,,69,0,0
2020-11-20,P2_,S7_,,,69,0,0
2020-11-21,P2_,S7_,,,69,0,0
2020-11-22,P2_,S7_,,,69,0,0
2020-11-23,P2_,S7_,,,69,0,0
2020-11-24,P2_,S7_,,,69,0,0
2020-11-25,P2_,S7_,,,69,0,0
2020-11-26,P2_,S7_,,,69,0,0
2020-11-27,P2_,S7_,,,69,0,0
2020-11-28,P2_,S7_,,,69,0,0
2020-11-29,P2_,S7_,,,69,0,0
2020-11-30,P2_,S7_,,,69,0,0
2020-12-01,P2_,S7_,,,69,0,0
2020-12-02,P2_,S7_,,,69,0,0
2020-12-03,P2_,S7_,,,69,0,0
2020-12-04,P2_,S7_,,,69,0,0
2020-12-05,P2_,S7_,,,69,0,0
2020-12-06,P2_,S7_,,,69,0,0
2020-12-07,P2_,S7_,,,69,0,0
2020-12-08,P2_,S7_,,,69,0,0
2020-12-09,P2_,S7_,,,69,0,0
2020-12-10,P2_,S7_,,,69,0,0
2020-12-11,P2_,S7_,,,69,0,0
2020-12-12,P2_,S7_,,,69,0,0
2020-12-13,P2_,S7_,,,69,0,0
2020-12-14,P2_,S7_,,,69,0,0
2020-12-15,P2_,S7_,,,69,0,0
2020-12-16,P2_,S7_,,,69,0,0
2020-12-17,P2_,S7_,,,69,0,0
2020-12-18,P2_,S7_,,,69,0,0
2020-12-19,P2_,S7_,,,69,0,0
2020-12-20,P2_,S7_,,,69,0,0
2020-12-21,P2_,S7_,,,69,0,0
2020-12-22,P2_,S7_,,,69,0,0
2020-12-23,P2_,S7_,,,69,0,0
2020-12-24,P2_,S7_,,,69,0,0
2020-12-25,P2_,S7_,,,69,0,0
2020-12-26,P2_,S7_,,,69,0,0
2020-12-27,P2_,S7_,,,69,0,0
2020-12-28,P2_,S7_,,,69,0,0
2020-12-29,P2_,S7_,,,69,0,0
2020-12-30,P2_,S7_,,,69,0,0
2020-12-31,P2_,S7_,,,69,0,0
2021-01-01,P2_,S7_,,,69,0,0
2021-01-02,P2_,S7_,,,69,0,0
2021-01-03,P2_,S7_,,,69,0,0
2021-01-04,P2_,S7_,,,69,0,0
2021-01-05,P2_,S7_,,,69,0,0
2021-01-06,P2_,S7_,,,69,0,0
2021-01-07,P2_,S7_,,,69,0,0
2021-01-08,P2_,S7_,,,69,0,0
2021-01-09,P2_,S7_,,,69,0,0
2021-01-10,P2_,S7_,,,69,0,0
2021-01-11,P2_,S7_,,,69,0,0
2021-01-12,P2_,S7_,,,69,0,0
2021-01-13,P2_,S7_,,,69,0,0
2021-01-14,P2_,S7_,,,69,0,0
2021-01-15,P2_,S7_,,,69,0,0
2021-01-16,P2_,S7_,,,69,0,0
2021-01-17,P2_,S7_,,,69,0,0
2021-01-18,P2_,S7_,,,69,0,0
2021-01-19,P2_,S7_,,,69,0,0
2021-01-20,P2_,S7_,,,69,0,0
2021-01-21,P2_,S7_,,,69,0,0
2021-01-22,P2_,S7_,,,69,0,0
2021-01-23,P2_,S7_,,,69,0,0
2021-01-24,P2_,S7_,,,69,0,0
2021-01-25,P2_,S7_,,,69,0,0
2021-01-26,P2_,S7_,,,69,0,0
2021-01-27,P2_,S7_,,,69,0,0
2021-01-28,P2_,S7_,,,69,0,0
2021-01-29,P2_,S7_,,,69,0,0
2021-01-30,P2_,S7_,,,69,0,0
2021-01-31,P2_,S7_,,,69,0,0
2021-02-01,P2_,S7_,,,69,0,0
2021-02-02,P2_,S7_,,,69,0,0
2021-02-03,P2_,S7_,,,69,0,0
2021-02-04,P2_,S7_,,,69,0,0
2021-02-05,P2_,S7_,,,69,0,0
2021-02-06,P2_,S7_,,,69,0,0
2021-02-07,P2_,S7_,,,69,0,0
2021-02-08,P2_,S7_,,,69,0,0
2021-02-09,P2_,S7_,,,69,0,0
2021-02-10,P2_,S7_,,,69,0,0
2021-02-11,P2_,S7_,,,69,1,69
2021-02-12,P2_,S7_,,,69,0,0
2021-02-13,P2_,S7_,,,69,0,0
2021-02-14,P2_,S7_,,,69,0,0
2021-02-15,P2_,S7_,,,69,0,0
2021-02-16,P2_,S7_,,,69,0,0
2021-02-17,P2_,S7_,,,69,0,0
2021-02-18,P2_,S7_,,,69,0,0
2021-02-19,P2_,S7_,,,69,0,0
2021-02-20,P2_,S7_,,,69,0,0
2021-02-21,P2_,S7_,,,69,1,69
2021-02-22,P2_,S7_,,,69,0,0
2021-02-23,P2_,S7_,,,69,1,69
2021-02-24,P2_,S7_,,,69,1,69
2021-02-25,P2_,S7_,,,69,0,0
2021-02-26,P2_,S7_,,,69,2,138
2021-02-27,P2_,S7_,,,69,2,138
2021-02-28,P2_,S7_,,,69,0,0
2021-03-01,P2_,S7_,,,69,1,69
2021-03-02,P2_,S7_,,,69,1,69
2021-03-03,P2_,S7_,,,69,2,138
2021-03-04,P2_,S7_,,,69,1,69
2021-03-05,P2_,S7_,,,69,1,69
2021-03-06,P2_,S7_,,,69,1,69
2021-03-07,P2_,S7_,,,69,0,0
2021-03-08,P2_,S7_,,,69,1,69
2021-03-09,P2_,S7_,,,69,2,138
2021-03-10,P2_,S7_,,,69,2,138
2021-03-11,P2_,S7_,,,69,3,207
2021-03-12,P2_,S7_,,,69,4,276
2021-03-13,P2_,S7_,,,69,4,276
2021-03-14,P2_,S7_,,,69,5,345
2021-03-15,P2_,S7_,,,69,1,69
2021-03-16,P2_,S7_,,,69,5,345
2021-03-17,P2_,S7_,,,69,2,138
2021-03-18,P2_,S7_,,,69,0,0
2021-03-19,P2_,S7_,,,69,5,345
2021-03-20,P2_,S7_,,,69,5,345
2021-03-21,P2_,S7_,,,69,9,621
2021-03-22,P2_,S7_,,,69,7,483
2021-03-23,P2_,S7_,,,69,6,414
2021-03-24,P2_,S7_,,,69,6,414
2021-03-25,P2_,S7_,,,69,11,759
2021-03-26,P2_,S7_,,,69,12,828
2021-03-27,P2_,S7_,,,69,5,345
2021-03-28,P2_,S7_,,,69,12,828
2021-03-29,P2_,S7_,,,69,10,690
2021-03-30,P2_,S7_,,,69,11,759
2021-03-31,P2_,S7_,,,69,6,414
2021-04-01,P2_,S7_,,,69,10,690
2021-04-02,P2_,S7_,,,69,8,552
2021-04-03,P2_,S7_,,,69,19,1311
2021-04-04,P2_,S7_,,,69,14,966
2021-04-05,P2_,S7_,,,69,22,1518
2021-04-06,P2_,S7_,,,69,19,1311
2021-04-07,P2_,S7_,,,69,19,1311
2021-04-08,P2_,S7_,,,69,18,1242
2021-04-09,P2_,S7_,,,69,25,1725
2021-04-10,P2_,S7_,,,69,23,1587
2021-04-11,P2_,S7_,,,69,21,1449
2021-04-12,P2_,S7_,,,69,29,2001
2021-04-13,P2_,S7_,,,69,26,1794
2021-04-14,P2_,S7_,,,69,29,2001
2021-04-15,P2_,S7_,,,69,28,1932
2021-04-16,P2_,S7_,,,69,35,2415
2021-04-17,P2_,S7_,,,69,37,2553
2021-04-18,P2_,S7_,,,69,25,1725
2021-04-19,P2_,S7_,,,69,26,1794
2021-04-20,P2_,S7_,,,69,38,2622
2021-04-21,P2_,S7_,,,69,30,2070
2021-04-22,P2_,S7_,,,69,41,2829
2021-04-23,P2_,S7_,,,69,45,3105
2021-04-24,P2_,S7_,,,69,55,3795
2021-04-25,P2_,S7_,,,69,52,3588
2021-04-26,P2_,S7_,,,69,47,3243
2021-04-27,P2_,S7_,,,69,47,3243
2021-04-28,P2_,S7_,,,69,49,3381
2021-04-29,P2_,S7_,,,69,52,3588
2021-04-30,P2_,S7_,,,69,51,3519
2021-05-01,P2_,S7_,,,69,56,3864
2021-05-02,P2_,S7_,,,69,46,3174
2021-05-03,P2_,S7_,,,69,63,4347
2021-05-04,P2_,S7_,,,69,80,5520
2021-05-05,P2_,S7_,,,69,78,5382
2021-05-06,P2_,S7_,,,69,59,4071
2021-05-07,P2_,S7_,,,69,76,5244
2021-05-08,P2_,S7_,,,69,63,4347
2021-05-09,P2_,S7_,,,69,66,4554
2021-05-10,P2_,S7_,,,69,70,4830
2021-05-11,P2_,S7_,,,69,82,5658
2021-05-12,P2_,S7_,,,69,81,5589
2021-05-13,P2_,S7_,,,69,85,5865
2021-05-14,P2_,S7_,,,69,86,5934
2021-05-15,P2_,S7_,,,69,82,5658
2021-05-16,P2_,S7_,,,69,78,5382
2021-05-17,P2_,S7_,,,69,71,4899
2021-05-18,P2_,S7_,,,69,90,6210
2021-05-19,P2_,S7_,,,69,98,6762
2021-05-20,P2_,S7_,,,69,74,5106
2021-05-21,P2_,S7_,,,69,110,7590
2021-05-22,P2_,S7_,,,69,97,6693
2021-05-23,P2_,S7_,,,69,82,5658
2021-05-24,P2_,S7_,,,69,91,6279
2021-05-25,P2_,S7_,,,69,94,6486
2021-05-26,P2_,S7_,,,69,101,6969
2021-05-27,P2_,S7_,,,69,85,5865
2021-05-28,P2_,S7_,,,69,93,6417
2021-05-29,P2_,S7_,,,69,84,5796
2021-05-30,P2_,S7_,,,69,104,7176
2021-05-31,P2_,S7_,,,69,89,6141
2021-06-01,P2_,S7_,,,69,101,6969
2021-06-02,P2_,S7_,,,69,89,6141
2021-06-03,P2_,S7_,,,69,88,6072
2021-06-04,P2_,S7_,,,69,85,5865
2021-06-05,P2_,S7_,,,69,85,5865
2021-06-06,P2_,S7_,,,69,92,6348
2021-06-07,P2_,S7_,,,69,95,6555
2021-06-08,P2_,S7_,,,69,85,5865
2021-06-09,P2_,S7_,,,69,80,5520
2021-06-10,P2_,S7_,,,69,86,5934
2021-06-11,P2_,S7_,,,69,91,6279
2021-06-12,P2_,S7_,,,69,90,6210
2021-06-13,P2_,S7_,,,69,81,5589
2021-06-14,P2_,S7_,,,69,71,4899
2021-06-15,P2_,S7_,,,69,71,4899
2021-06-16,P2_,S7_,,,69,86,5934
2021-06-17,P2_,S7_,,,69,82,5658
2021-06-18,P2_,S7_,,,69,86,5934
2021-06-19,P2_,S7_,,,69,80,5520
2021-06-20,P2_,S7_,,,69,68,4692
2021-06-21,P2_,S7_,,,69,69,4761
2021-06-22,P2_,S7_,,,69,82,5658
2021-06-23,P2_,S7_,,,69,60,4140
2021-06-24,P2_,S7_,,,69,67,4623
2021-06-25,P2_,S7_,,,69,62,4278
2021-06-26,P2_,S7_,,,69,67,4623
2021-06-27,P2_,S7_,,,69,50,3450
2021-06-28,P2_,S7_,,,69,62,4278
2021-06-29,P2_,S7_,,,69,46,3174
2021-06-30,P2_,S7_,,,69,58,4002
2021-07-01,P2_,S7_,,,69,49,3381
2021-07-02,P2_,S7_,,,69,60,4140
2021-07-03,P2_,S7_,,,69,47,3243
2021-07-04,P2_,S7_,,,69,37,2553
2021-07-05,P2_,S7_,,,69,42,2898
2021-07-06,P2_,S7_,,,69,44,3036
2021-07-07,P2_,S7_,,,69,41,2829
2021-07-08,P2_,S7_,,,69,43,2967
2021-07-09,P2_,S7_,,,69,32,2208
2021-07-10,P2_,S7_,,,69,37,2553
2021-07-11,P2_,S7_,,,69,46,3174
2021-07-12,P2_,S7_,,,69,38,2622
2021-07-13,P2_,S7_,,,69,37,2553
2021-07-14,P2_,S7_,,,69,24,1656
2021-07-15,P2_,S7_,1, 0.30 ,69,47,2270.1
2021-07-16,P2_,S7_,1, 0.30 ,69,26,1255.8
2021-07-17,P2_,S7_,1, 0.30 ,69,28,1352.4
2021-07-18,P2_,S7_,1, 0.30 ,69,33,1593.9
2021-07-19,P2_,S7_,1, 0.30 ,69,34,1642.2
2021-07-20,P2_,S7_,1, 0.30 ,69,41,1980.3
2021-07-21,P2_,S7_,1, 0.60 ,69,35,966
2021-07-22,P2_,S7_,1, 0.60 ,69,40,1104
2021-07-23,P2_,S7_,1, 0.60 ,69,33,910.8
2021-07-24,P2_,S7_,1, 0.60 ,69,40,1104
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2017-01-01,P3_,S7_,,,105,209,21945
2017-01-02,P3_,S7_,,,105,198,20790
2017-01-03,P3_,S7_,,,105,217,22785
2017-01-04,P3_,S7_,,,105,210,22050
2017-01-05,P3_,S7_,,,105,197,20685
2017-01-06,P3_,S7_,,,105,203,21315
2017-01-07,P3_,S7_,,,105,205,21525
2017-01-08,P3_,S7_,,,105,205,21525
2017-01-09,P3_,S7_,,,105,199,20895
2017-01-10,P3_,S7_,,,105,208,21840
2017-01-11,P3_,S7_,,,105,204,21420
2017-01-12,P3_,S7_,,,105,218,22890
2017-01-13,P3_,S7_,,,105,210,22050
2017-01-14,P3_,S7_,,,105,189,19845
2017-01-15,P3_,S7_,,,105,216,22680
2017-01-16,P3_,S7_,,,105,192,20160
2017-01-17,P3_,S7_,,,105,169,17745
2017-01-18,P3_,S7_,,,105,150,15750
2017-01-19,P3_,S7_,,,105,183,19215
2017-01-20,P3_,S7_,,,105,161,16905
2017-01-21,P3_,S7_,,,105,169,17745
2017-01-22,P3_,S7_,,,105,160,16800
2017-01-23,P3_,S7_,,,105,168,17640
2017-01-24,P3_,S7_,,,105,144,15120
2017-01-25,P3_,S7_,,,105,150,15750
2017-01-26,P3_,S7_,,,105,158,16590
2017-01-27,P3_,S7_,,,105,139,14595
2017-01-28,P3_,S7_,,,105,154,16170
2017-01-29,P3_,S7_,,,105,154,16170
2017-01-30,P3_,S7_,,,105,123,12915
2017-01-31,P3_,S7_,,,105,125,13125
2017-02-01,P3_,S7_,,,105,138,14490
2017-02-02,P3_,S7_,,,105,129,13545
2017-02-03,P3_,S7_,,,105,110,11550
2017-02-04,P3_,S7_,,,105,131,13755
2017-02-05,P3_,S7_,,,105,100,10500
2017-02-06,P3_,S7_,,,105,107,11235
2017-02-07,P3_,S7_,,,105,116,12180
2017-02-08,P3_,S7_,,,105,96,10080
2017-02-09,P3_,S7_,,,105,89,9345
2017-02-10,P3_,S7_,,,105,89,9345
2017-02-11,P3_,S7_,,,105,81,8505
2017-02-12,P3_,S7_,,,105,80,8400
2017-02-13,P3_,S7_,,,105,65,6825
2017-02-14,P3_,S7_,,,105,61,6405
2017-02-15,P3_,S7_,1, 0.30 ,105,104,7644
2017-02-16,P3_,S7_,1, 0.30 ,105,77,5659.5
2017-02-17,P3_,S7_,1, 0.30 ,105,67,4924.5
2017-02-18,P3_,S7_,1, 0.30 ,105,75,5512.5
2017-02-19,P3_,S7_,1, 0.30 ,105,89,6541.5
2017-02-20,P3_,S7_,1, 0.30 ,105,88,6468
2017-02-21,P3_,S7_,1, 0.60 ,105,66,2772
2017-02-22,P3_,S7_,1, 0.60 ,105,76,3192
2017-02-23,P3_,S7_,1, 0.60 ,105,85,3570
2017-02-24,P3_,S7_,1, 0.60 ,105,76,3192
2017-02-25,P3_,S7_,1, 0.60 ,105,54,2268
2017-02-26,P3_,S7_,1, 0.60 ,105,85,3570
2017-02-27,P3_,S7_,1, 0.60 ,105,61,2562
2017-02-28,P3_,S7_,1, 0.60 ,105,59,2478
2017-03-01,P3_,S7_,,,105,43,4515
2017-03-02,P3_,S7_,,,105,36,3780
2017-03-03,P3_,S7_,,,105,30,3150
2017-03-04,P3_,S7_,,,105,30,3150
